excel_row,task_key,topic_relevance,stance_expression,stance_direction,stance_change,is_usable,training_grade,annotation_reason,confidence,matched_topic_terms,annotation_status
2919,37ae1efd92e4f5248163f4f6d153cd11e2ee2e6bcb467682029185eda7365f2f,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and lacks any stance on fentanyl regulation.,high,,completed_relaxed_ai_annotation
2920,009624789c5b5298838c287cb370f09d8edf1d1d3cd62d030391b43d37a7448d,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,core_usable,"Thread questions the bill's effects and criticizes the politicians, with explicit stance against the post's claim.",medium,fentanyl | schedule 1 drug,completed_relaxed_ai_annotation
2921,e3ea09697aec00444d98e0aea7c991683ba62703a1fab55ee0e2fc9bbd9f5ea0,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question or the post's claim about fentanyl regulation. It contains no relevant terms or stance.,high,,completed_relaxed_ai_annotation
2922,3ced643810eb219bda0f8eed05b67e9372c3873c1ee93bf6eebe8813c188d8af,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,"The comment is a brief expression of support for the post's claim, but it does not contain any direct terms related to the topic of fentanyl regulation.",medium,indirect_relevance:fentanyl regulation,completed_relaxed_ai_annotation
2923,8223a8e964e40825a1790bbe8a7bbb19c45ce8449bcd34fe8963bd6bcda9d25a,strongly_relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,The thread questions the effectiveness of the fentanyl law but does not mention 'fentanyl' or 'Schedule I' directly in the comments.,medium,indirect_relevance:fentanyl regulation,completed_relaxed_ai_annotation
2924,bf7834932c4fc2fc0729a0e7521509eed0db705b9b86e6714d91c0dca564c77f,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Comment is off-topic, discussing drugs and pills in general without addressing fentanyl regulation or criminal enforcement.",high,,completed_relaxed_ai_annotation
2925,a765b81a1633379f5d3c1c4e365382a894e91e18a7ca5e685df94696090e8aec,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic emoji with no policy attitude or topic connection.,high,,completed_relaxed_ai_annotation
2926,a4bcbccdd6a18fd2c2c56ddd562a214a778a2673c37e54e077c49e2b9656c47b,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and lacks a stance on the regulation of fentanyl.,high,,completed_relaxed_ai_annotation
2927,adb176e71b1df632ace04482bd6fec00dfe434491d6e54b7f5d9925ee2738b62,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and lacks any stance on fentanyl regulation.,high,,completed_relaxed_ai_annotation
2930,b46e4ec2845efb317e891cfc4322c87d1fe45503d93c50627fa252401761a1ed,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The thread is off-topic as it contains personal attacks without addressing the policy question on fentanyl regulation.,high,,completed_relaxed_ai_annotation
2931,fd791ef93e49b48e0e26e884284aa7e34e900829dd9a0a6dee741a50a899e74c,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The thread is off-topic as it contains only a brief exchange of greetings and insults with no policy attitude or connection to fentanyl regulation.,high,,completed_relaxed_ai_annotation
2932,6a54e14356a5643f27489443feb8519c15d9b5cff0891f393aed7468b2458160,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,core_usable,"Strongly relevant to fentanyl regulation, explicit stance opposing the post's claim with argumentation and counter-policy suggestions.",high,traffickers | drug traffickers | decrease drug use,completed_relaxed_ai_annotation
2933,6e8a3154850102d8e4e3215f267fb0a44762b649f32c2605f80a5d937c5deae4,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"Strongly relevant to fentanyl regulation, explicit stance opposing prohibition's effectiveness, concise but clear argument.",high,fentanyl | Prohibition,completed_relaxed_ai_annotation
2934,0a556e6567d77e81a7cbb144e54dee4277a8f319cff4accd7c677d8d9a65ecac,strongly_relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,The comment is relevant to the post about the fentanyl law but does not express a stance on the topic of stricter regulation and criminal enforcement.,medium,indirect_relevance:fentanyl,completed_relaxed_ai_annotation
2936,f5cf6fc50d79da016aa6ddfde9c085ee790b47145e7c4f9fa8ee862c1cd9e775,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,Short explicit support for the post's claim with no further discussion.,high,,completed_relaxed_ai_annotation
2937,b6d4f2abd8238368152252c8140bfb8a4edfe07ed42bb63693c9ef23f96aa1e9,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and lacks any direct reference to fentanyl or related policy terms.,high,,completed_relaxed_ai_annotation
2938,67b49176817c41b82a289625462cda5153b3af40c62067835b178a062a39e0e6,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and lacks any direct reference to fentanyl or related policy terms.,high,,completed_relaxed_ai_annotation
2940,4f9f6e4be4ed0fafa6d5b7325bc2be3de7be37f6dc293930f96da9cb8a0ce22f,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,"The comment is a brief expression of support for the post's claim, with no direct mention of fentanyl or regulation terms.",medium,indirect_relevance:Schedule I drug,completed_relaxed_ai_annotation
2941,1170a631578bdd123c17319de5eab2a1f8bc7396bdbb2e4d8da08ed44f83b54f,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question about fentanyl regulation and instead asks about personal communication.,high,,completed_relaxed_ai_annotation
2942,5f84f066d1ae9f1d5d7eb98afb5ca65e6341b422a7550d48fe411bc2e2680337,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,core_usable,Strongly relevant to fentanyl regulation; explicit stance of insufficient action; usable as a core sample with clear policy attitude.,high,NOT ENOUGH,completed_relaxed_ai_annotation
2943,1c58b3bee66bd73d52f3ea2084bab9a8797e46ec2df8291f44a0a3ed031b0f8b,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The conversation is off-topic and contains no direct reference to fentanyl or related policy terms. It consists of personal attacks and lacks any policy discussion.,high,,completed_relaxed_ai_annotation
2944,bbc3f057a9e8a45dc9ed5fd82e90580c51f905c1492abcb40dcf952262c8b2aa,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is a brief expression of gratitude with no policy stance or relevant content.,high,,completed_relaxed_ai_annotation
2945,db40ce2f45f7c551e4b7f65855342a726e8b6d756e4f84ec2a4431f0e59dc668,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic comment with no policy attitude; irrelevant to fentanyl regulation.,high,,completed_relaxed_ai_annotation
2946,3e60f666a7ad1167618c29cce0a46c7184228ac4d64617406487fb6493686882,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is a brief expression of gratitude with no policy stance or relevant discussion of fentanyl regulation.,high,,completed_relaxed_ai_annotation
2947,79b3d043ab118c287f4ae04a563001d9f3edfbe2363b7f508b76d0b853efb2cb,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,"The comment is a brief expression of support for the post's claim, but it does not contain any direct terms related to the topic of fentanyl regulation.",medium,indirect_relevance:fentanyl,completed_relaxed_ai_annotation
2948,ae52f59cbd0ac35da01df137accb49bfff14c9830b180e5d9830f1591e5a45c5,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment discusses fentanyl dealers and addiction but does not mention regulation or criminal enforcement explicitly.,medium,,completed_relaxed_ai_annotation
2949,e05bdc65c8c310d2ed60b0ef1e9b88a67ed45afc9cdc38f2371f6d6c50cac6df,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic insult with no policy attitude or stance on fentanyl regulation.,high,,completed_relaxed_ai_annotation
2950,feade9750d60cec154c299c8033f887c1059d000b314a3e65a7dea0c6e0a64dd,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it shifts focus to poverty without addressing fentanyl regulation or the post's claim.,high,,completed_relaxed_ai_annotation
2951,c4bf2a746d5d951c11653774d88ae183c43d5af11acb5fa44f41ec54d6a6dac5,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Comment is off-topic, attacking the politician rather than addressing fentanyl regulation or enforcement.",high,,completed_relaxed_ai_annotation
2952,ef849c1db552e2cdc46eb21855de885664975d229c3eb7232048f3303f6a7f9e,strongly_relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"Comment is relevant to fentanyl regulation, expresses implicit stance opposing enforcement approach, and is generally usable.",medium,arresting the dealers,completed_relaxed_ai_annotation
2953,06ebc74fe70199d4befeba798624958b52171d0c51e14333f27c1badca6e6362,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Comment attacks a person (Andy) and implies support for drugs, but no clear stance on fentanyl regulation policy is expressed.",medium,,completed_relaxed_ai_annotation
2954,567926f096cf194042c06d18e9b714181c76e78366ce6d2df895913c6218d9fd,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Comment is off-topic, attacking a political figure unrelated to the fentanyl regulation topic.",high,,completed_relaxed_ai_annotation
2955,179d1e94adec529b206235cde65f086dfea1691fc21e0d8e9acc7c86c6ce6638,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question or the post's claim about fentanyl regulation.,high,,completed_relaxed_ai_annotation
2956,bee33274fc9b2d0b698b25a249c9e513dd3f2f35f8a94998566c0516d8f84515,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment is relevant as it references drug scheduling, but it does not express a stance on fentanyl regulation.",medium,deschedule weed,completed_relaxed_ai_annotation
2957,2cbe07a4768c905eab93d874b871c1240d72fbcca6aaa5e53c1d801c87650beb,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it only mentions 'Photo Opportunity' without addressing the fentanyl regulation topic or the post's claim.,high,,completed_relaxed_ai_annotation
2959,dcaa98b1d693b8829b1c8d8f6079457167c9ee3ec3a32430b2ab1592f9743ec7,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Thread discusses insurrection and immigration, not fentanyl regulation. No stance on topic.",high,,completed_relaxed_ai_annotation
2960,4fe53d19531c304dce8a8b9e97e85e006630ab3b723ec7ddcb27ce57a1a1f965,relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,Comment mentions opioid crisis prevention and treatment efforts but does not directly reference fentanyl or regulation. Stance is implicit opposition to the post's claim.,medium,indirect_relevance:opioid crisis prevention,completed_relaxed_ai_annotation
2961,4c5a3cf6331bd1c51e443e1d4d49f35ad9d344aab3b0e0c5a7237a586e900468,strongly_relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,core_usable,"Strongly relevant to fentanyl scheduling policy, expresses concern about medical use implications, implicit stance against Schedule I classification.",medium,schedule I | fentanyl,completed_relaxed_ai_annotation
2962,33331b8b1e6f32cd4aca2f224f8b327c71cebe20c4eb3a6c8a92a54e97d54a74,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Comment is off-topic, referencing unrelated political action.",high,,completed_relaxed_ai_annotation
2963,44651c10300090b29bf409c374c041a74623463a747e548a78b1ed97576cd475,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is a brief expression of gratitude with no policy stance or relevant terms related to the topic.,high,,completed_relaxed_ai_annotation
2964,dd4d5865d7822b797d3e194910b762f8c0c6cacc37fe8175164a89987004182e,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,core_usable,"Strongly relevant to fentanyl regulation, explicit stance opposing the post's claim with a clear argument.",high,war on drugs,completed_relaxed_ai_annotation
2966,f6442cd04bf3f363b317bc705939bd8bc8c007cfa1e65e87f949b2f78bf8e72f,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and lacks any stance or policy attitude.,high,,completed_relaxed_ai_annotation
2967,abc9c6641aa7a98b257604d9d91894c13983132c8b2bb58177f6ef9a8267cd05,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment attacks the representative's support for Trump and the bill but does not mention fentanyl regulation directly.,medium,,completed_relaxed_ai_annotation
2969,4e7ca8c8316e925548f89e92769a46e055bb5bbaa646ed00cd57ab145f83a61f,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"The conversation is off-topic, focusing on a personal attack and privacy discussion unrelated to fentanyl regulation.",high,,completed_relaxed_ai_annotation
2970,0e80dde0656f3df6287405e6cdf2e90982549b8aaa0d479a3706551c32f635f1,strongly_relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"Comment discusses fentanyl use in hospitals and questions enforcement effectiveness, but no direct term matches the topic or post claim.",medium,indirect_relevance:fentanyl regulation,completed_relaxed_ai_annotation
2971,4fd91fd8bc69308aa38ec16d00a114d6c245ddfa2980bad0983a09ac5dd9cdce,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and unrelated to the fentanyl regulation topic.,high,,completed_relaxed_ai_annotation
2972,9f847b129793638b82b5eb349676eb8bb352f0c4535a9805033eebaa5a56239d,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"The comment is off-topic, attacking the congressman rather than addressing fentanyl regulation.",high,,completed_relaxed_ai_annotation
2973,1b10ca8cf6f00adccd308e39f2acc6e990d9c18dce171a32db23edcf16cb048c,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic personal attack with no policy attitude.,high,,completed_relaxed_ai_annotation
2974,ea75efb848f816db523ff4e1f9e07bf9d1648136bebaeaf88490e8831ad545f8,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"The comment is off-topic, focusing on personal accusations against Trump rather than the fentanyl regulation topic.",high,,completed_relaxed_ai_annotation
2975,1333cb7be3b111a219fc0669db2a8a8dea501a82bb36e8f7c91fc5d6c3cf48f3,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,core_usable,"Strongly relevant to fentanyl regulation, explicit opposition to the post's claim about effectiveness.",high,fentanyl,completed_relaxed_ai_annotation
2976,d88415c50cb7137288fb3ac3d23df14020269852c0a85c777024ffe4999adeea,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and contains no stance on fentanyl regulation.,high,,completed_relaxed_ai_annotation
2977,3fa674c4079c888c715a872847f1ea370dd2f62d0378b038b73dc28071269d81,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic personal attack with no policy attitude.,high,,completed_relaxed_ai_annotation
2978,b71c692bd9ae8189304cf41a726bbf740589bb440cd8d674dca0965aa9a2f8e6,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and lacks stance on fentanyl regulation.,high,,completed_relaxed_ai_annotation
2979,b40eaf38666e44d60b3a487ecbc32a57967505cf11038488aeca554ca46205c3,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,core_usable,Strongly relevant to fentanyl regulation; explicit opposition to the post's claim through insults and implied criticism of the law's effectiveness.,medium,fentanyl,completed_relaxed_ai_annotation
2980,0285c6bc7a5680a1660be096393d0ee16b90797811b3551aed3704c34fa12d37,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"The comment is off-topic, as it attacks the representative without addressing the fentanyl regulation topic.",high,,completed_relaxed_ai_annotation
2981,88bb04845cda1f096ab70ad43b6e7a5ef628ad14b8d3160a4f3988e3bb67ace2,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is a brief expression of gratitude with no policy stance or relevant terms.,high,,completed_relaxed_ai_annotation
2982,bdcffaa988eaf6d0ed6911fec72161e6de2b88742a52081042735ff8f5187b1f,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Comment is off-topic, attacking domestic drug production and unrelated policies without addressing fentanyl regulation stance.",medium,,completed_relaxed_ai_annotation
2983,33b4f3793d382f7ba5797c9b1fbf2d4491c39b58802482778fd843329931644c,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and contains a personal attack without a mappable policy attitude.,high,,completed_relaxed_ai_annotation
2984,0212868cfbf8c14a81f25d6d1e3cefaccf4e0f6ea4b612f91371278294fb86cc,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The thread is off-topic as it contains a personal attack without any reference to fentanyl regulation or policy.,high,,completed_relaxed_ai_annotation
2985,f7c973cc7eefc76643cbc3c92d8deb28a0338285e851733dabdc0ea55aee29ca,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,Comment criticizes drug war effectiveness but does not express a stance on fentanyl regulation specifically,medium,war on drugs,completed_relaxed_ai_annotation
2987,ba5329560b83d47d8ed4349fdd772e6199d357d5c0a7f07ac56084bcbd24c959,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic attack with no policy stance on fentanyl regulation.,high,,completed_relaxed_ai_annotation
2988,424d497b32ac5d617f93871c057fc0dbcb08fb923a29c8d17d091be7506dbfa5,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it contains no direct reference to fentanyl regulation or criminal enforcement. It lacks any stance or policy discussion.,high,,completed_relaxed_ai_annotation
2989,25e53ee032fa661135603c2956b16fbf981db3702ac78482d094e190e29aeb32,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Comment is off-topic, asking about Epstein documents unrelated to fentanyl regulation.",high,,completed_relaxed_ai_annotation
2990,ceb55e7645b4ba592648f0d83fdba5c114d95855cd3d570221d7db4b974a154f,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and lacks a policy stance.,high,,completed_relaxed_ai_annotation
2993,609c8342ec8b7c32fd13149289a64c8d7f1a6e588349bf0034e9c0470239c545,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Comment is off-topic, referencing Epstein files and child molestation without connection to fentanyl regulation.",high,,completed_relaxed_ai_annotation
2994,087ed20459a96be604ec497519ad213dbefda01fbe5d3dbdeb7f34fae6abf4af,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic personal attack with no policy attitude.,high,,completed_relaxed_ai_annotation
2995,7f98acf6cbedd3c6555b9f584eda68f3f99f1919ae1981737e637d8d7353560f,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment shifts to a different topic (Netanyahu and West Bank killings) and does not address the post's claim about fentanyl regulation.,high,,completed_relaxed_ai_annotation
2996,0ecd012a9dd87072a33edb30bc5e5225f313b94cedda308ed6c8646ed7065123,strongly_relevant,implicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,"Comment attacks political opponents and implies support for fentanyl regulation, but does not directly mention fentanyl or regulation terms.",medium,indirect_relevance:fentanyl regulation,completed_relaxed_ai_annotation
2997,d1a1de496f998f61cf781ea379709038bf102d8847fff8d9cd51133bc7e88663,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Thread discusses Trump's policies and character, not fentanyl regulation. No stance on the topic.",high,,completed_relaxed_ai_annotation
2998,5a233af090e4a6dfe1573fb042e46d3a9045c0db0606ed1be7b909d4a40a570c,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Comment mentions fentanyl and hospital use, but no direct topic terms appear verbatim in the comment text.",medium,,completed_relaxed_ai_annotation
2999,b90025a4486adc4364d7ca693d2234198188824428e4ffa6b1089f28da162ef1,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"The thread discusses drug scheduling but does not mention fentanyl or its regulation. The reference to 'Level 1 drug' is about marijuana, not fentanyl, making it off-topic.",high,,completed_relaxed_ai_annotation
3000,eb64ab0da74842f1cd416466c07133c0eef1958a079f13cb8db8e3f5e657133a,strongly_relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"The comment is relevant as it discusses climate change and implies a stance against a carbon tax, but no direct term like 'carbon tax' is present in the comment text.",medium,indirect_relevance:carbon tax,completed_relaxed_ai_annotation
3001,3139b2554eec4ad77ce409a8fc2ab21184db76a4c2a63601e52702a0ce996d20,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Thread discusses political figures and policies, including tax increases and affordability, but no direct stance on carbon tax is expressed.",medium,,completed_relaxed_ai_annotation
3002,dd3f60416f73cf608bc7b4cfa2a33be4df2f820e834106c13ecf01a6a2e82ba0,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Thread is off-topic with no stance on carbon tax policy.,high,,completed_relaxed_ai_annotation
3003,c876a57df4fcb093df87b1835a23f130ffaea0fe0652c7a48013edf3cd9f6fd8,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic comment with no policy attitude; mentions 'rapping' but no stance on carbon tax.,high,,completed_relaxed_ai_annotation
3004,f1463f55564e3f5b223a1b355655fe9a5b333c085dd23a150687460cbe4107af,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The thread is off-topic and lacks a stance on the carbon tax policy question.,high,,completed_relaxed_ai_annotation
3005,2d76d4e29014254facc51978d799f8f7b1a470a0f286dac8137294e52cfb0242,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Irrelevant to the carbon tax topic; no stance or policy attitude expressed.,high,,completed_relaxed_ai_annotation
3007,1f6e746d1eb607182b4094a4fd50491c341c6871c27f5601b5aa3fa8d5b57f2b,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic insults and personal attacks with no policy attitude on carbon tax.,high,,completed_relaxed_ai_annotation
3009,1f54eb481d69a2148a53635f910f50a8929a3be9b2927271c50c581313c57b51,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and lacks a stance on the carbon tax policy question.,high,,completed_relaxed_ai_annotation
3010,340613f03de0081166065664771d2c754115c21ebb2ccd47c2b319152f5873ad,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic insult with no policy attitude or stance on carbon tax.,high,,completed_relaxed_ai_annotation
3011,8d378478ba699fb1fa1576f7aeac6e5f88323f7570bdb83b1e91c120357cf43e,strongly_relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"Thread discusses carbon tax and renewable energy, but no direct carbon tax terms appear in the comments. Stance is implicit in critique of renewables.",medium,indirect_relevance:carbon tax,completed_relaxed_ai_annotation
3012,4c943d7061d080e360e165d6c221e4e94f60cfeef38019d1a9920331e655e24f,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Thread discusses a political figure and taxes but does not mention carbon tax or related policy terms in comments.,high,,completed_relaxed_ai_annotation
3013,f469c85f213dddc73c1e90942d26df0ee4e033d670235417d8350463afdd912e,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,core_usable,"Strongly relevant to carbon tax, explicit sarcasm opposing affordability claim, usable as core sample with clear stance and reasoning.",high,TAX AND SPEND EQUALS AFFORDABILITY,completed_relaxed_ai_annotation
3014,3eef0be9cc2da90fdd550fa2a37a53a8b1a6260d7a3470ca08f8d80b4f1dbbe3,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and lacks a stance on the carbon tax policy question.,high,,completed_relaxed_ai_annotation
3015,8ffa04cd55e15a58b93a89d12857b049dee23797f1bae262d4b375c987b49053,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Thread discusses governor and religious references, not carbon tax policy. No stance on the topic.",high,,completed_relaxed_ai_annotation
3016,0e37debfb73093ef0b4c433ba7523c3ec6e649ac389df7a37d7c85beca2a083b,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic comment with no policy attitude or stance on carbon tax.,high,,completed_relaxed_ai_annotation
3017,245b5b73bae5ab108bfe0e7a5585bde4965c4c95a7fa9431ad6f554ea04a5aa0,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The thread is off-topic as it does not address the carbon tax policy question or the post's claim. It contains no reliable stance on the topic.,high,,completed_relaxed_ai_annotation
3018,27acb5ccaafe59ffbe31b42b41437cf7f3f1bfa5d5b93cbc2404e2e3c35848af,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment mentions Democrats and funding for elections but does not directly address carbon tax or its effects.,medium,,completed_relaxed_ai_annotation
3019,6f4d4854108b42f1655b385fb380695eb1fc76a79bcf627b95389b1a60e51cd4,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is a request for clarification and does not express a stance on the carbon tax topic.,high,,completed_relaxed_ai_annotation
3020,d58b1b26ab2c9b824698680352fca1c216db58c700bbec663764becf647ee267,strongly_relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment is relevant as it questions the carbon emission threshold for working families, but no stance is expressed.",medium,indirect_relevance:carbon tax,completed_relaxed_ai_annotation
3021,839359bdf5e6470ec76c40639d06340079faf0fcc7eac32dff29e87d24f6298d,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Thread discusses Virginia governor's term limits and ethics, not carbon tax policy. No stance on the topic.",high,,completed_relaxed_ai_annotation
3022,91507b51c0a5d69ee797f4bccc15546c56b1ff425a242ffdc478a8fa9af629bd,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Thread is off-topic with no policy attitude; contains only personal attacks and no stance on carbon tax.,high,,completed_relaxed_ai_annotation
3023,b10c077edc88dc6c80418342c19fb6fd2b0e0fc560bfe5734a5fac040fea1e0c,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and lacks a stance on carbon tax policy.,high,,completed_relaxed_ai_annotation
3024,cff0bd403d3c09fb58f0e1b8dbe0893a6bdf7a2aac2b524fd5cf10d3f4c51238,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment mentions a pay raise but does not address the carbon tax topic or express a stance.,high,,completed_relaxed_ai_annotation
3025,eb74cd317beb4763c650f57139bac779fad9bf99d241448966d4cd22c8617ed1,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,core_usable,"Strongly relevant to carbon tax, explicit stance opposing it, and usable as a core sample with clear reasoning.",high,carbon taxes,completed_relaxed_ai_annotation
3026,69c573ebf3219009e36eeebc9c8e9eaa4a7e45b6608b3ea72932c79fd46095b5,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"Comment is relevant as it discusses ideology in the context of policy decisions, but no explicit or implicit stance on the carbon tax is expressed.",medium,indirect_relevance:ideology,completed_relaxed_ai_annotation
3027,9ab9a596c9e53da6c60edd49eacf25f72d8a327737678c649266555ba813134b,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and lacks a stance on the carbon tax policy question.,high,,completed_relaxed_ai_annotation
3028,84654be8b424627f9a8c229cb38f0ea5baf98f50b0c5021e0fd9d17ce981b1a0,relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"The thread is relevant due to the context of the carbon tax in the post, but the comments do not directly mention carbon tax or related terms. The stance is implicit in the sarcastic tone and the reference to 'clean air' and 'clean water', which are related to environmental policy.",medium,indirect_relevance:carbon tax,completed_relaxed_ai_annotation
3029,4c279b2a54ff9bd7c27ba41d20ecf4a21c2324f2ee2ef705d851239ea6b9f5c0,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is incomplete and lacks sufficient content to determine relevance or stance.,low,,completed_relaxed_ai_annotation
3030,07d7217b4000894907e22cd83569de3a5137fe08bb07b5b59fb3c8b3945900c1,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and irrelevant to carbon tax policy discussion.,high,,completed_relaxed_ai_annotation
3031,049bd78841cb4abf8c638732f044312c8461f52cb19a8d08cbb49047eb4e56c5,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Short and off-topic comments with no policy attitude or stance on carbon tax.,high,,completed_relaxed_ai_annotation
