mid,record_id,native_id,platform,record_type,source_file,url,r_mid,r_url,topic,keyword,cont_clean,pt_iso_utc,lang,nlike,nrply,nfwd,nrd,user_uid,user_aname,user_sname,user_desc,user_nfans,keyword_exact_match,keyword_token_match,topic_token_match,text_word_count,has_url,has_media,topic_count_for_mid,multi_topic_noisy,relevance_label,relevance_confidence,relevance_reason,filter_mode,filter_version
Instagram:post:3937426674724439133,Instagram:post:3937426674724439133,3937426674724439133,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DakjLMEGQRd/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"A IA de voz ficou tão boa que o golpe por telefone ficou barato. 📞 Vishing + clonagem de voz em tempo real é a fraude que mais deve crescer em 2026. O golpista liga com a voz do seu chefe, cria urgência e pede uma transferência ou um reset de senha — e a IA sustenta a conversa sem travar. A defesa não é ""treinar a equipe a desconfiar"". É arquitetura: verificação fora de banda, palavra-código para aprovações e MFA resistente a phishing (passkeys, não SMS). Salva esse post e manda pro seu time financeiro e de atendimento — são os alvos favoritos. 👇 Salva esse post · Segue @ccxcompany · Link na bio #Vishing #SegurancaDigital #Cybersecurity #LGPD #PrevencaoAFraude #Tecnologia #IA #Empresas",2026-07-09T11:51:04+00:00,pt,1,0,-1,-1,49308139387,ccxcompany,CCX COMPANY,,-1,true,true,false,117,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3937491658124694788,Instagram:post:3937491658124694788,3937491658124694788,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/Dakx80klhUE/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"Vishing contra Microsoft 365: Golpistas ligam para vítimas e usam páginas falsas de Entra passkey para roubar credenciais e burlar MFA, mirando vários setores. Depois, extraem dados de SharePoint e OneDrive e extorquem as empresas. Notícia completa em nosso site. Leia as últimas notícias de Cybersecurity em 3 minutos, todos os dias no seu e-mail: link na bio. #Ciberseguranca #GolpeOnline #Microsoft365 #Passkey #Vishing",2026-07-09T14:00:14+00:00,pt,48,0,-1,-1,2719257526,caveiratech,CaveiraTech,,-1,true,true,false,64,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3937553708750399499,Instagram:post:3937553708750399499,3937553708750399499,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DalADxuFugL/,,,AI 语音诈骗是否应强制披露或限制？,vishing,🔒💙 ¡𝗣𝗿𝗼𝘁𝗲́𝗴𝗲𝘁𝗲 𝗱𝗲 𝗹𝗼𝘀 𝗳𝗿𝗮𝘂𝗱𝗲𝘀 𝗱𝗶𝗴𝗶𝘁𝗮𝗹𝗲𝘀! Recuerda: ✔️ Desconfía de enlaces sospechosos. ✔️ No compartas contraseñas ni códigos de verificación. ✔️ Verifica siempre la autenticidad de los mensajes antes de actuar. En 𝗕𝗔𝗡𝗖𝗢𝗩𝗜 trabajamos para ayudarte a cuidar tu seguridad. Tu información y tranquilidad son lo más importante. 🛡️💙 #BANCOVI #SeguridadDigital #Phishing #Vishing #Smishing,2026-07-09T16:03:21+00:00,es,14,0,-1,-1,5673321125,bancovi_sv,BANCOVI,,-1,true,true,false,50,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3937908017337713167,Instagram:post:3937908017337713167,3937908017337713167,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DamQnpTk8IP/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"Helix, Kelompok Vishing Baru yang Menargetkan Microsoft SharePoint untuk Mencuri Data #cybersecurity #deviceCodePhishing #helix #keamananSiber #mfa #microsoft365 #sharepoint #shinyhunters #teknologi #vishing #voicePhishing",2026-07-10T03:47:27+00:00,en,0,1,-1,-1,74670327752,ahmandonk.id,Ahmandonk Media,,-1,true,true,false,22,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3938066661123135500,Instagram:post:3938066661123135500,3938066661123135500,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/Dam0sN2DZgM/,,,AI 语音诈骗是否应强制披露或限制？,vishing,Allarme truffe online: la Guardia di Finanza blocca il profitto di una frode da 17 mila euro https://www.dedalomultimedia.org/sezioni/nera-e-giudiziaria/35683-allarme-truffe-online-la-guardia-di-finanza-blocca-il-profitto-di-una-frode-da-17-mila-euro.html #Truffa #Vishing #Cybercrime #GuardiaFinanza #Enna #Nicosia #Sicurezza,2026-07-10T09:02:30+00:00,it,2,0,-1,-1,46525677706,dedalo.multimedia,Dedalo Multimedia,,-1,true,true,false,51,true,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3938077744957893343,Instagram:post:3938077744957893343,3938077744957893343,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/Dam3NgeFirf/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"📲 Eine SMS. 📞 Ein Anruf. 👮‍♀️ Ein falscher Polizist vor der 🚪 Tür – und fast 400.000 € weg. 💸 Realität moderner Phishing-Angriffe in Österreich. 🚨 Gefälschte FinanzOnline-SMS, echte Banknummer am Display, KI‑Stimmen und perfekt nachgebaute Banking‑Portale: Die Maschen sind professioneller denn je — betroffen sind längst nicht mehr nur „ältere Leute"". Auf 🔗 www.verbraucherschutzverein.eu/und-das-konto-war-leer/ lesen Sie: – wie Smishing, Vishing & Phishing ineinandergreifen – warum KI die Betrüger noch gefährlicher macht – welche 5️⃣ Regeln schützen können und weitere Informationen (Webinar, Interview) #Phishing #Smishing #Vishing #SocialEngineering #FinanzOnline #Cybercrime #Verbraucherschutz #Österreich #OnlineBanking #ScamAlert #KI",2026-07-10T09:24:36+00:00,de,0,0,-1,-1,44417186597,verbraucherschutzverein,Verbraucherschutzverein,,-1,true,true,false,93,true,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3938216437026788594,Instagram:post:3938216437026788594,3938216437026788594,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DanWvvhlhTy/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"Helix mira SharePoint com vishing: Grupo usa fraude por voz e MFA para invadir contas, registrar app, copiar dados e extorquir vítimas; pesquisadores ligam a operação a ShinyHunters e BlackFile, e recomendam desativar autenticação por código. Notícia completa em nosso site. Leia as últimas notícias de Cybersecurity em 3 minutos, todos os dias no seu e-mail: link na bio. #Ciberseguranca #FraudePorVoz #RouboDeDados #SharePoint #Vishing",2026-07-10T14:00:08+00:00,pt,8,0,-1,-1,2719257526,caveiratech,CaveiraTech,,-1,true,true,false,65,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3938242905181319829,Instagram:post:3938242905181319829,3938242905181319829,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/Dancw56iPKV/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"Il vishing bancario: come riconoscere lo spoofing del numero della banca e cosa fare nelle prime 24 ore Il telefono squilla. Sul display, il numero della vostra banca. Quello vero, salvato in rubrica. Non è la banca. È spoofing: la tecnica che falsifica numero e nome del chiamante. Non è un'intrusione nei sistemi bancari — è un trucco sul protocollo telefonico. Ma funziona, perché il numero visualizzato non è più una prova di nulla. Tre cose che una banca non fa mai per telefono: → non chiede di leggere un codice OTP appena ricevuto → non chiede di installare un'app di assistenza remota → non crea urgenza artificiale (""blocchiamo tra due minuti"") Se lo sentite dire, riattaccate. Sempre. Un punto che pochi sanno: la legge (D.Lgs. 11/2010, recepimento PSD2) mette l'onere della prova sulla banca, non su di voi. Deve dimostrare lei che l'operazione era autenticata correttamente e che il codice OTP era collegato in modo univoco a quella specifica operazione (dynamic linking). Un OTP generico o riutilizzabile è già un indizio di carenza del sistema antifrode. Le prime 24 ore, in ordine: Blocco immediato di carte e home banking — telefono, poi PEC Denuncia-querela, citando esplicitamente lo spoofing Richiesta di rimborso alla banca ex art. 12 D.Lgs. 11/2010 Conservare tutto: SMS, orari, log delle chiamate Il tempo gioca due volte contro di voi: la banca ha termini stretti per rispondere, e voi perdete precisione nella ricostruzione dei fatti più aspettate. Vi è mai capitata una chiamata così, anche solo sospetta? Raccontatela nei commenti — in forma anonima, senza nomi — può aiutare qualcun altro a riconoscerla in tempo. #DirittoBancario #ABF #Vishing #TutelaConsumatori",2026-07-10T14:52:40+00:00,it,5,0,-1,-1,6724405529,studiodambrogio,Studio D'Ambrogio,,-1,true,true,false,275,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3938367535376729478,Instagram:post:3938367535376729478,3938367535376729478,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/Dan5Gg1D4WG/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"🎙️🤖 𝗖𝗵𝗮𝘁𝗚𝗣𝗧 𝗖𝗮𝗻 𝗡𝗼𝘄 𝗧𝗮𝗹𝗸 𝗮𝗻𝗱 𝗟𝗶𝘀𝘁𝗲𝗻 𝗮𝘁 𝘁𝗵𝗲 𝗦𝗮𝗺𝗲 𝗧𝗶𝗺𝗲 ​ You know that awkward walkie-talkie feeling with voice assistants, where you have to wait your turn? That just went away. ​ OpenAI is rolling GPT-Live out to every ChatGPT account. You can interrupt it mid-sentence, talk over it, and it keeps up. It also does live translation while you speak, which is not a small thing if you run crews where English is a second language. Check for the Live label at the top of a voice chat to see if you have it. OpenAI has already flagged some early bugs around memory and pronunciation, so don't bet a client call on it yet. ​ Here's the part business owners should sit with: a tool this natural sounding also makes voice phishing easier for the other side. We have already seen fake-boss phone calls hit Katy area companies. ​ ❓ Does your team have a verification step before anyone acts on a voice request to move money? 📲 Contact CinchOps to build one that actually gets used. 🌐 cinchops.com/contact | 📲 281-269-6506 ​ Full Article: https://www.techradar.com/ai-platforms-assistants/chatgpt/got-chatgpts-new-voice-mode-heres-how-to-check-and-5-things-you-should-try-first ​ #ITSupport #cybersecurity #HoustonSMB #ChatGPT #Vishing",2026-07-10T19:00:18+00:00,en,0,0,-1,-1,73684110680,cinchopsit,CinchOps,,-1,true,true,false,215,true,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3938396576259412814,Instagram:post:3938396576259412814,3938396576259412814,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/Dan_tHQjpNO/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"Identity-focused attacks are becoming a fast path to data theft. Helix's use of vishing, device code phishing, and MFA abuse to target SharePoint environments shows how attackers can bypass traditional defenses by manipulating trust, users, and authentication workflows. What organizations should prioritize now: - Train employees to verify unexpected IT or help desk calls through trusted internal channels - Monitor for device code phishing, unusual MFA prompts, suspicious sessions, and new device activity - Enforce phishing-resistant MFA for executives, admins, and high-risk users - Review SharePoint permissions, external sharing, OAuth apps, and unusual file access or downloads - Apply least privilege and conduct regular access reviews across Microsoft 365 - Build response playbooks for identity compromise, including session revocation, credential rotation, and data access review 𝗩𝗶𝘀𝘁𝗲𝗺 𝗘𝗹𝗲𝘃𝗮𝘁𝗲 𝗽𝗼𝘄𝗲𝗿𝗲𝗱 𝗯𝘆 𝗩𝗶𝘀𝘁𝗲𝗺𝗦𝗲𝗰𝘂𝗿𝗲𝗣𝗿𝗼 helps organizations strengthen Microsoft 365 security, reduce identity-driven risk, and improve detection with vCISO-led strategy, continuous monitoring, and measurable outcomes. Contact: sales@vistem.com | www.vistem.com?utm_source=in_page&utm_medium=Vistem+Solutions%2C+Inc.&utm_campaign=publer #Cybersecurity #Microsoft365 #SharePoint #Vishing #IdentitySecurity #MFA #DeviceCodePhishing #DataProtection #IncidentResponse #CyberResilience #VistemElevate #VistemSecurePro #VistemSolutions #SecurityCompliance",2026-07-10T19:58:10+00:00,en,0,0,-1,-1,31379936286,vistem_solutions,"Vistem Solutions, Inc.",,-1,true,true,false,180,true,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3938463144888363479,Instagram:post:3938463144888363479,3938463144888363479,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DaoO10ICenX/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"Cybersecurity Alert: Voice Phishing (Vishing) Is Evolving Cybercriminals are now calling Microsoft 365 users while pretending to be IT support. Their goal is to convince employees to enroll an attacker-controlled passkey, giving them unauthorized access to company accounts without stealing a password. This emerging technique is known as vishing (voice phishing). Protect your organization by: - Never approving unexpected security requests - Verifying IT requests through trusted internal channels - Providing ongoing security awareness training for employees - Monitoring Microsoft 365 identity and authentication activity Cybersecurity is no longer just about protecting passwords. It is about protecting identities. If your business would like help strengthening Microsoft 365 security or improving employee cybersecurity awareness, Memphis Computer Support is here to help. 901-496-8949 www.memphiscomputersupport.com #CyberSecurity #Microsoft365 #Vishing #IdentitySecurity #BusinessSecurity #CyberAwareness #MemphisBusiness #ManagedIT #MemphisComputerSupport #womanowned",2026-07-10T22:10:15+00:00,en,1,0,-1,-1,291031248,memphiscomputerhelp,Memphis Computer Support,,-1,true,true,false,133,true,true,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3938892927199090929,Instagram:post:3938892927199090929,3938892927199090929,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/Dapwj-GABjx/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"Fraude bancario por spoofing, vishing y smishing ¿Has recibido un SMS, una llamada o un correo que parecía proceder de tu banco y acabaste realizando una transferencia, facilitando un código o entrando en un enlace? Los delincuentes utilizan técnicas cada vez más sofisticadas para hacerse pasar por una entidad bancaria: 📩 Smishing: mensajes SMS con enlaces o avisos falsos. 📞 Vishing: llamadas en las que el estafador suplanta al banco. 🖥️ Spoofing: manipulación del remitente, teléfono o identidad para que la comunicación parezca auténtica. Ante un fraude de este tipo, el banco no queda automáticamente exento de responsabilidad. Es necesario estudiar cómo se autorizó la operación, qué medidas de seguridad se aplicaron y si la entidad actuó con la diligencia exigible. Si te ha ocurrido: ⚠️ Contacta inmediatamente con el banco. ⚠️ Bloquea tarjetas y accesos digitales. ⚠️ Guarda mensajes, llamadas, justificantes y capturas. ⚠️ Presenta denuncia y reclama la devolución por escrito. Consulta el artículo completo: https://arteagaabogados.com/spoofing-vishing-y-smishing-responsabilidad-entidad-bancaria/ En Arteaga Abogados analizamos reclamaciones por operaciones bancarias fraudulentas en Vigo y Pontevedra. La entrada publicada aborda precisamente quién puede responder en casos de spoofing, vishing y smishing. Comparte esta información: puede ayudar a evitar que otra persona caiga en el fraude. #AbogadosEnVigo #FraudeBancario #Spoofing #Vishing #Smishing #DerechoBancario #ReclamacionesBancarias #ArteagaAbogados #Vigo #Pontevedra",2026-07-11T12:24:09+00:00,es,0,0,-1,-1,26085690304,arteagaabogadosvigo,Arteaga Abogados,,-1,true,true,false,212,true,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3938906264223033114,Instagram:post:3938906264223033114,3938906264223033114,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DapzmDKkyca/,,,AI 语音诈骗是否应强制披露或限制？,vishing,Polisi Belanda Duga Peretas Lokal Terlibat dalam Kebocoran Data Odido #cyberSecurity #dataBreach #dataLeak #netherlands #odido #phishing #shinyhunters #telecom #vishing,2026-07-11T12:50:44+00:00,id,0,1,-1,-1,74670327752,ahmandonk.id,Ahmandonk Media,,-1,true,true,false,19,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3939153329204666709,Instagram:post:3939153329204666709,3939153329204666709,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DaqrxUXCqFV/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"Here is the structural irony of phone fraud in 2026: A disciplined automation is harder to socially engineer than a tired human. It cannot be flattered, rushed, or intimidated. It enforces the same verification rules at 2 p.m. and 2 a.m., on the first call and the four-hundredth. The rules that hold: — Verification before disclosure, every time. A perfect voice clone with wrong verifiers gets a polite dead end. — Callback-to-record. Sensitive changes confirmed by calling the number on file, not the number that called in. This one rule defeats most impersonation plays outright. — No privileged actions by voice request. Authority claims cannot unlock tools that do not exist. Average listeners can no longer reliably tell a cloned voice from a real one. Asking staff to out-listen a generative model is a contest the technology was built to make unwinnable. Process wins where vigilance cannot. #deepfake #vishing #cybersecurity #medicalpractice #frontdesk #aireceptionist #patientverification #fraudprevention",2026-07-11T21:02:09+00:00,en,5,0,-1,-1,59623810417,thethinkingrobot,The Thinking Robot,,-1,true,true,false,158,false,true,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3939238863605366339,Instagram:post:3939238863605366339,3939238863605366339,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/Daq_OAenH5D/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"Spoofing e vishing, la truffa del finto operatore bancario: il numero appare identico a quello della banca e un finto operatore ti fa confermare i codici. Aver confermato quei codici perché ingannati non è automaticamente colpa grave. Per i pagamenti non autorizzati l'onere della prova è della banca (D.Lgs. 11/2010) e l'Arbitro Bancario Finanziario spesso riconosce un concorso di colpa, con rimborso di una quota. Cosa fare subito e come ottenere il rimborso. Guida completa e contatti: link in bio. #spoofing #vishing #truffebancarie #frodibancarie #fintooperatore #rimborso #dirittobancario #consumatori #homebanking #avvocato Per un appuntamento o un'informazione, lo Studio e' a disposizione.",2026-07-11T23:51:39+00:00,it,0,0,-1,-1,78118510343,studiolegalemondello,Studio Legale Mondello,,-1,true,true,false,105,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3939831253101495303,Instagram:post:3939831253101495303,3939831253101495303,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DatF6aMGMQH/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"CBS News chief correspondent Matt Gutman nearly lost his savings in a sophisticated phone impersonation scam. He shared his experience to warn others about the scammers' professionalism. The scam began when a woman, claiming to work in his bank's ""fraud protection,"" called him with specific information about his accounts. She claimed there was fraud at his bank and instructed him to withdraw all his funds in cash to help catch the criminals, urging him not to tell bank employees. After over an hour on the phone and a trip to the bank, Gutman grew suspicious when instructed to keep staff in the dark. He realized it was absurd for law enforcement to involve a civilian in a sting operation. Had he followed through, he could have been robbed outside the bank. Gutman advises the public to: - Hang up if someone asks for cash withdrawals in the name of investigation. - Call the official number on their debit or credit cards to verify suspicious activity. - Remember that legitimate institutions won't ask for cash withdrawals or confidentiality from bank staff. What do you think? Let us know by commenting, sharing, and liking our page for the latest exclusive news on celebrities, music, streaming, and more. Official coming soon 🤩️‍🔥❤️: MusicCreedLive.com RogueHoundStudios.com is an independent mass media, multimedia, design, music, visual, sound, film, scriptwriting, CGI/FX, animation, cybersecurity, data storage, entertainment, visual & sound technology, & etc., production company. #CyberSecurity #ScamAlert #FraudPrevention #FinancialSafety #BankScam #IdentityTheft #PhishingAlert #StaySafeOnline #ConsumerProtection #FraudAwareness #MattGutman #CBSNews #LosAngeles #FinancialLiteracy #ProtectYourWealth #Vishing #PhoneScam #SecurityTips #CrimePrevention #SmartBanking #CyberCrime #SocialEngineering #AwarenessMatters #FinancialEducation #NewsAlert #InvestInSafety #ProtectYourAssets #ScamGram #PublicSafety #TechSafety",2026-07-12T19:28:26+00:00,en,0,0,-1,-1,61416855479,musiccreedlive_,MusicCreedLive®,,-1,true,true,false,266,false,true,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3940305622063473364,Instagram:post:3940305622063473364,3940305622063473364,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DauxxYtkWLU/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"Uma nova ameaça chamada Helix está utilizando engenharia social refinada para invadir ambientes corporativos. 🚨 O grupo utiliza vishing e phishing de código de dispositivo para driblar barreiras e acesso ao SharePoint. 🛡️ A tática envolve a personificação de gestores para induzir colaboradores ao erro e capturar credenciais. 📞 Uma vez dentro, os invasores registram dispositivos próprios para manter a persistência e roubar dados confidenciais. 💾 O risco de extorsão ou vazamento de informações é altíssimo e coloca a privacidade da sua organização em xeque. ⚠️ O grande problema aqui é a vulnerabilidade humana e a gestão de acessos fragilizados. Para barrar o vishing, A PGIDB disponibiliza o Treinamento de Conscientização de Segurança para blindar seu tempo contra manipulação. 🧠 Quanto à invasão de identidade, nossa Gestão de Identidade e Acesso bloqueia evidências de autenticação indevida. 🔒 Para proteger o SharePoint, implementamos o Acesso Condicional para garantir que apenas dispositivos gerenciados se conectem. 💻 Não permita que a fragilidade do sistema exponha ou que sua empresa tenha sido construída com tanto esforço. Se você deseja cegar sua empresa contra essas ameaças, converse conosco para uma análise detalhada. Estamos à disposição para entender o cenário do seu negócio e oferecer a proteção que você merece. 🌐www.pgidb.com.br 📧 comercial@pgidb.com.br 📞 (11) 98922-3593 👉 Siga-nos para mais dicas de segurança: ✨ Instagram: @pgidbglobalservices ✨ LinkedIn: pgidb-tecnologia #CyberSecurity #PGIDB #SegurancaDaInformacao #SharePoint #Vishing #ProtecaoDeDados #GestaoDeIdentidade",2026-07-13T11:10:55+00:00,pt,1,0,-1,-1,48696473319,pgidbglobalservices,PGIDB Global Services,,-1,true,true,false,226,true,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3940330353785464706,Instagram:post:3940330353785464706,3940330353785464706,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/Dau3ZR7EmeC/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"Don't Take the Bait. Protect Your Personal Information. Fraudsters are constantly finding new ways to trick people through phishing (email), smishing (text messages), and vishing (phone calls). Their goal? To create urgency and gain access to your sensitive information. Remember to: - Verify contact information independently before responding. - Legitimate organizations rarely ask for personal or account information via email or text. - Be cautious of urgent requests, threats, or pressure to act immediately. Taking a few extra moments to verify can help protect your finances and your identity. #FraudPrevention #CyberSecurity #PhishingAwareness #Smishing #Vishing #BankSafe #FinancialSecurity #ProtectYourIdentity #FirstNationalBank #StayAlert #OnlineSafety #FraudAwareness",2026-07-13T12:00:04+00:00,en,1,0,-1,-1,11440734833,fnbdc,First National Bank Bainbridge,,-1,true,true,false,99,false,true,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3940330468851607746,Instagram:post:3940330468851607746,3940330468851607746,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/Dau3a9FjGjC/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"Cuando pensamos en ingeniería social, casi todos imaginamos un email de phishing. Pero el engaño tiene muchas más caras, y todas buscan lo mismo: tu confianza. 4 técnicas que conviene conocer: 1) Vishing: te llaman haciéndose pasar por tu banco o soporte. 2) Smishing: un SMS con un enlace «urgente». 3) Pretexting: una excusa creíble para que les ayudes. 4) Tailgating: alguien se cuela tras de ti por una puerta. Ante la duda, cuelga y verifica por un canal oficial. Guarda este post y compártelo con tu equipo. #ciberseguridad #ingenieríasocial #phishing #vishing #smishing",2026-07-13T12:00:17+00:00,es,7,0,-1,-1,2204938483,qsecurelabs,Quantum Secure Labs,,-1,true,true,false,93,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3940391710907767865,Instagram:post:3940391710907767865,3940391710907767865,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DavFWJMjRw5/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"Can you still trust what you hear? 🎧 AI voice cloning has turned deepfake vishing into one of the fastest-growing threats this year. Attackers need just seconds of audio to impersonate your CEO or a trusted partner — and the results are devastating. The scary part? Human ears can't catch it. Your security stack needs to. At SecureUs Networks, we build AI-powered detection systems that catch anomalies traditional filters miss — including voice and video deepfakes targeting your team. Real security for a synthetic world. Let's talk. 🔒 #Deepfake #Cybersecurity #Vishing #AIThreats #SecureUsNetworks #BusinessSecurity #Infosec #ZeroTrust",2026-07-13T14:02:07+00:00,en,0,0,-1,-1,42743846657,secureusnet,SecureUs Networks,,-1,true,true,true,96,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3940533966986437289,Instagram:post:3940533966986437289,3940533966986437289,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DavlsPflmKp/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"THAT CALL FROM ""IT"" MIGHT NOT BE IT. IT COULD BE A HACKER ASKING FOR YOUR LOGIN. Voice phishing is up 442% this year. Hackers are calling employees, posing as IT support, and walking them through fake passkey enrollment — live, on the phone. It's already hit companies in six industries. Once they're in, they steal data and threaten to leak it. Passkeys don't stop a convincing voice on the other end of the line. Your team does. Quick check: would your employees hang up on an urgent ""verify your login"" call? If you're not sure, it's time to find out. Full article in bio. #AEGISGlobalIntelligence #ProtectionThroughVigilance #CyberSecurity #RiskManagement #Vishing #AIFraud #SocialEngineering #DataBreach #InfoSec #SmallBusinessSecurity #CyberAware #ThreatIntelligence #BusinessRisk #StaySafeOnline #SecurityAwareness #PhishingScam #DigitalSecurity #CorporateSecurity Source: The Hacker News — ""Hackers Use Fake Microsoft Entra Passkey Enrollment to Gain Microsoft 365 Access"" —",2026-07-13T18:44:42+00:00,en,0,0,-1,-1,24181099473,aegisglobalintelligence,AEGIS Global Intelligence,,-1,true,true,false,143,false,true,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3940680988397310601,Instagram:post:3940680988397310601,3940680988397310601,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DawHHr2jpKJ/,,,AI 语音诈骗是否应强制披露或限制？,vishing,#vishing means an attack on the voice.,2026-07-13T23:36:42+00:00,en,0,0,-1,-1,7874865002,rapidresponse07,Pericia digital e assistente técnico.,,-1,true,true,false,7,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
